income,expenses,debts,savings,payment_history,credit_utilization,length_of_credit_history,new_credit_inquiries,credit_mix,credit_score,normalized_credit_score,risk_level,Disposable Income,DTI,Savings Rate,Expense Ratio,balance,credit_limit,utilization_ratio
58287,47772,16202,8894,1.2201080130620447,0.2779693585190523,0.15258977130406437,0.22010801306204472,0.5489445747438588,0.7471564206074397,755.468015667046,High Risk,10515,27.79693585190523,15.258977130406437,81.95995676565958,-7308,37827.91044315516,-0.19319068683378357
53358,34838,19401,16579,1.5316034215511798,0.3636005847295626,0.3107125454477304,0.5316034215511798,0.8545435802278233,0.9752604908281819,818.1966349777501,High Risk,18520,36.36005847295626,31.07125454477304,65.29105288803927,-2822,50935.01159734034,-0.055403933591081304
70462,29576,14602,39425,2.382404652420882,0.20723226703755215,0.55952144418268,1.3824046524208817,2.699972606492261,1.5134430136856318,966.1968287635488,High Risk,40886,20.723226703755216,55.952144418268,41.974397547614316,24823,197295.53020134228,0.1258163323551621
51878,39068,24574,10352,1.3278898331114979,0.4736882686302479,0.1995450865492116,0.3278898331114979,0.42125824041670057,0.8634633094761545,787.4524101059425,High Risk,12810,47.368826863024786,19.95450865492116,75.30745209915571,-14222,27043.101652152684,-0.5259012143996398
43558,15481,9587,27118,2.8136425295523546,0.2200973414757335,0.6225722025804674,1.8136425295523546,2.8286220924168144,1.7672209185754024,1035.9857526082358,High Risk,28077,22.00973414757335,62.25722025804674,35.54111759033932,17531,127566.28413476583,0.13742659448698522
51834,23352,8958,27586,2.2196813977389516,0.17282092834818844,0.532198942778871,1.2196813977389518,3.079482027238223,1.429865042900678,943.2128867976865,High Risk,28482,17.282092834818844,53.2198942778871,45.05151059150364,18628,164806.4286671132,0.1130295714230059
58149,28789,11678,28192,2.019833964361388,0.20082890505425716,0.4848234707389637,1.019833964361388,2.4141120054803906,1.2903452992629563,904.8449572973129,High Risk,29360,20.082890505425716,48.48234707389637,49.509019931555144,16514,146194.09487926014,0.11295941887145787
50732,43655,11488,5928,1.1621120146604054,0.2264448474335725,0.11684932586927384,0.16211201466040545,0.516016713091922,0.6945808305348182,741.0097283970749,High Risk,7077,22.64448474335725,11.684932586927383,86.05022471024205,-5560,31252.643105849584,-0.17790495290810557
50608,29535,17631,19309,1.7134924665650924,0.348383654758141,0.38154046791021184,0.7134924665650922,1.0951732743463218,1.0898486635465803,849.7083824753096,High Risk,21073,34.8383654758141,38.15404679102119,58.36033828643693,1678,60487.91242697522,0.027741079707880253
39470,34500,12891,3680,1.1440579710144927,0.3266024828984039,0.09323536863440587,0.14405797101449275,0.2854704832829106,0.7008096899550782,742.7226647376466,High Risk,4970,32.66024828984039,9.323536863440587,87.4081580947555,-9211,15217.275618648668,-0.6052988873193558
40056,24104,7260,15226,1.6617988715565881,0.18124625524266028,0.38011783503095664,0.6617988715565881,2.097245179063361,1.0612372983851852,841.8402570559259,High Risk,15952,18.124625524266026,38.011783503095664,60.17575394447773,7966,88012.85289256199,0.09050950785249696
28960,34868,19457,0,0.8305609728117471,0.6718577348066298,0.0,-0.16943902718825285,0.0,0.6083658554884499,717.3006102593238,High Risk,-5908,67.18577348066297,0.0,120.40055248618783,-19457,-8793.528293159276,2.2126499570298908
76243,46772,6200,28851,1.6300992046523561,0.08131894075521687,0.3784085096336713,0.6300992046523561,4.6533870967741935,1.1414604505874377,863.9016239115455,High Risk,29471,8.131894075521688,37.84085096336713,61.3459596290807,22651,362412.4924193548,0.06250060490130696
31342,39955,9643,0,0.7844324865473657,0.3076702188756301,0.0,-0.21556751345263422,0.0,0.47373893326374017,680.2782066475285,High Risk,-8613,30.76702188756301,0.0,127.48069682853678,-9643,-27994.25967022711,0.34446347621243484
39606,29185,6886,9732,1.3570669864656502,0.17386254607887694,0.2457203454022118,0.35706698646565016,1.4133023525994772,0.8437827585499658,782.0402586012407,High Risk,10421,17.386254607887693,24.57203454022118,73.68833005100237,2846,59938.15364507696,0.0474822767623533
39223,36754,16035,865,1.0671763617565435,0.4088162557682992,0.02205338704331642,0.06717636175654351,0.05394449641409417,0.664494439221625,732.7359707859468,High Risk,2469,40.88162557682992,2.205338704331642,93.70522397572853,-15170,6039.388026192704,-2.5118439044168075
63423,35775,15930,26055,1.7728301886792452,0.2511707109408259,0.4108131119625372,0.7728301886792452,1.6355932203389831,1.1232687892690356,858.8989170489847,High Risk,27648,25.11707109408259,41.08131119625372,56.40698169433802,10125,110076.52881355933,0.09198146152618135
45575,35065,24582,8051,1.299729074575788,0.53937465715853,0.17665386725178278,0.29972907457578785,0.32751606866813116,0.8607045783228272,786.6937590387774,High Risk,10510,53.937465715852994,17.66538672517828,76.9391113549095,-16531,19485.52802863884,-0.8483732119398343
68716,41119,19569,25640,1.6711495902137699,0.28478083706851387,0.3731299842831364,0.6711495902137697,1.3102355766773979,1.057391303000311,840.7826083250856,High Risk,27597,28.478083706851386,37.312998428313634,59.83904767448629,6071,96906.09903418673,0.0626482756039768
39897,41044,22208,0,0.9720543806646526,0.5566333308268793,0.0,-0.027945619335347432,0.0,0.6516199086136226,729.1954748687463,High Risk,-1147,55.66333308268793,0.0,102.87490287490289,-22208,-2060.6024405619596,10.77743069834641
54184,28728,16443,23811,1.886104149262044,0.30346596781337665,0.43944706924553373,0.886104149262044,1.448093413610655,1.1947464500432234,878.5552737618865,High Risk,25456,30.346596781337666,43.94470692455337,53.01934150302673,7368,83884.20020677491,0.08783537283347577
37469,36418,10115,39,1.0288593552638805,0.2699564973711602,0.001040860444634231,0.028859355263880497,0.003855659911023233,0.5971564636464969,714.2180275027866,High Risk,1051,26.99564973711602,0.1040860444634231,97.1950145453575,-10076,3893.219871478003,-2.5880891222757465
82177,26169,15640,54444,3.140242271389812,0.19032089270720517,0.6625211433856188,2.140242271389812,3.481074168797954,1.9745353398550178,1092.99721846013,High Risk,56008,19.03208927072052,66.25211433856188,31.84467673436606,38804,294281.9319693094,0.13185994716130536
32186,20769,17962,9620,1.5497135153353556,0.5580687255328404,0.29888771515565776,0.5497135153353556,0.5355751029952122,1.026430577759624,832.2684088838967,High Risk,11417,55.80687255328404,29.888771515565775,64.52805567638103,-8342,20458.05378020265,-0.4077611726718888
54647,27305,18519,25490,2.0013550631752426,0.338884110747159,0.46644829542335353,1.0013550631752426,1.3764242129704627,1.2678765581613896,898.666053494382,High Risk,27342,33.888411074715904,46.64482954233535,49.96614635753106,6971,80682.44905232465,0.08640045117469261
59506,29237,12637,29005,2.035297739166125,0.2123651396497832,0.48742983900783116,1.035297739166125,2.2952441243966133,1.2966284885569175,906.5728343531524,High Risk,30269,21.23651396497832,48.742983900783116,49.13286055187712,16368,142532.80952757775,0.11483671762488526
56206,13384,17443,41077,4.199491930663479,0.3103405330391773,0.7308294488132939,3.199491930663479,2.3549274780714327,2.5436520405615677,1249.5043111544312,High Risk,42822,31.03405330391773,73.0829448813294,23.81240436964025,23634,137983.9094192513,0.17128084063910878
47220,38603,10334,7583,1.223220993187058,0.21884794578568403,0.16058873358746295,0.22322099318705801,0.7337913682988194,0.7411743717622744,753.8229522346254,High Risk,8617,21.884794578568403,16.058873358746297,81.75137653536638,-2751,39374.37004064254,-0.0698677844791014
48052,2326,9783,44747,20.65864144453998,0.20359194206276535,0.9312203446266545,19.65864144453998,4.573954819584994,11.695150152557733,3766.166291953377,High Risk,45726,20.359194206276534,93.12203446266545,4.840589361525015,34964,224596.3152407237,0.15567486030447727
50657,57148,9421,0,0.8864177224049835,0.18597627178869652,0.0,-0.11358227759501645,0.0,0.49332262885934985,685.6637229363213,High Risk,-6491,18.59762717886965,0.0,112.81362891604319,-9421,-34902.3019849273,0.26992488931155595
47794,45018,15123,1263,1.061664223199609,0.31642047118885214,0.02642591120224296,0.06166422319960905,0.08351517556040468,0.6356598140146851,724.8064488540384,High Risk,2776,31.642047118885213,2.6425911202242958,94.19173954889735,-13860,8773.136546981419,-1.5798226695524102
64458,27389,9110,36158,2.3534265581072695,0.1413323404387353,0.5609544199323591,1.3534265581072693,3.969045005488474,1.5413320013582783,973.8663003735265,High Risk,37069,14.13323404387353,56.09544199323591,42.49123460237674,27048,262282.50296377606,0.10312544563346496
83157,30094,12876,51775,2.7632418422276865,0.1548396406796782,0.6226174585422755,1.7632418422276865,4.021046908977944,1.779548996732256,1039.3759741013705,High Risk,53063,15.48396406796782,62.26174585422755,36.18937672114193,38899,342696.4811276794,0.11350860642630085
41637,33029,19514,6656,1.260619455629901,0.46866969282128873,0.1598578187669621,0.260619455629901,0.34108844931843807,0.8169818127854502,774.6699985159988,High Risk,8608,46.86696928212887,15.985781876696208,79.32608016908038,-12858,18366.879983601517,-0.7000644644860747
29452,24108,9854,4358,1.221669155467065,0.3345782968898547,0.14796957761781881,0.22166915546706487,0.44225695149178,0.759201329910213,758.7803657253086,High Risk,5344,33.45782968898547,14.796957761781881,81.85522205622708,-5496,15972.345037548203,-0.3440947454540871
48675,31926,12478,15501,1.5246194324375117,0.25635336414997434,0.3184591679506934,0.5246194324375117,1.2422663888443661,0.9594059333229115,813.8366316638007,High Risk,16749,25.635336414997433,31.84591679506934,65.59013867488443,3023,65335.59665010418,0.046268805291382914
88695,28560,15358,58599,3.105567226890756,0.17315519476858898,0.660679857940132,2.105567226890756,3.8155358770673264,1.966853312867872,1090.8846610386647,High Risk,60135,17.3155194768589,66.0679857940132,32.20023676644681,43241,347289.609649694,0.12450991563962012
37944,29057,16234,7263,1.3058471280586434,0.4278410288846721,0.19141366223908918,0.30584712805864334,0.4473943575212517,0.838079313197627,780.4718111293474,High Risk,8887,42.78410288846721,19.141366223908918,76.578642209572,-8971,20771.73389183196,-0.4318849859485083
74586,31814,12503,41521,2.3444395549129315,0.16763199528061568,0.5566862413857828,1.3444395549129313,3.32088298808286,1.5114441273290184,965.6471350154801,High Risk,42772,16.763199528061566,55.66862413857828,42.65411739468533,29018,255154.1543629529,0.11372732720127432
75165,16864,18934,56407,4.457127609108159,0.25189915519191114,0.7504423601410231,3.4571276091081593,2.9791380585190663,2.7009910705071163,1292.7725443894572,High Risk,58301,25.189915519191114,75.04423601410231,22.43597419011508,37473,231445.7940741523,0.1619083213410831
41696,30395,17952,9505,1.371804573120579,0.43054489639293936,0.22795951650038374,0.371804573120579,0.5294674688057041,0.8829253092245238,792.8044600367441,High Risk,11301,43.054489639293934,22.795951650038372,72.89668073676133,-8447,26248.13368983957,-0.3218133563252065
58534,31634,20699,24830,1.8503508882847568,0.35362353503946425,0.42419790207400826,0.8503508882847569,1.1995748586888255,1.1761785822102975,873.4491101078318,High Risk,26900,35.36235350394642,42.41979020740082,54.04380360132572,4131,76069.59756509976,0.05430553246275193
74425,31288,14591,41677,2.378707491690105,0.19604971447766206,0.5599865636546859,1.3787074916901048,2.8563498046741143,1.5159201813720307,966.8780498773084,High Risk,43137,19.604971447766207,55.99865636546859,42.03963721867652,27086,220030.92488520322,0.1231008778158415
44313,27841,12435,15228,1.5916454150353794,0.28061742603750595,0.3436463340329023,0.5916454150353795,1.2246079613992762,1.0051852375539645,826.4259403273402,High Risk,16472,28.061742603750595,34.36463340329023,62.82806399927786,2793,58699.134378769595,0.04758162159560188
46946,41378,11586,4409,1.1345642612016047,0.24679418906829123,0.09391641460401312,0.13456426120160472,0.3805454859312964,0.676467516138336,736.0285669380424,High Risk,5568,24.679418906829124,9.391641460401312,88.13956460614322,-7177,22561.30916623511,-0.3181109725113373
41274,26463,16535,13157,1.559687110304954,0.40061539952512476,0.31877210834908176,0.5596871103049541,0.795706078016329,0.9996750452609868,824.9106374467714,High Risk,14811,40.061539952512476,31.877210834908176,64.11542375345253,-3378,36970.62074387663,-0.09136984805859641
34778,32273,13114,1193,1.0776190623741209,0.3770774627638162,0.03430329518661222,0.07761906237412078,0.09097148086014946,0.66379262669658,732.5429723415594,High Risk,2505,37.70774627638162,3.4303295186612224,92.79717062510782,-11921,6643.197346347415,-1.7944672389650511
40260,42972,12154,0,0.9368891371125384,0.30188772975658223,0.0,-0.06311086288746161,0.0,0.5558553443388708,702.8602196931895,High Risk,-2712,30.188772975658225,0.0,106.73621460506706,-12154,-8983.472107948,1.3529290071760693
31640,29206,12758,1158,1.0833390399233034,0.40322376738305943,0.0365992414664981,0.08333903992330344,0.09076657783351623,0.6750018552110603,735.6255101830416,High Risk,2434,40.32237673830594,3.6599241466498103,92.30720606826802,-11600,6036.350525160683,-1.9216909209710311
50511,32144,11581,17208,1.571397461423594,0.22927679119399735,0.34067826810001783,0.5713974614235938,1.4858820481823676,0.991413570360296,822.6387318490814,High Risk,18367,22.927679119399734,34.06782681000178,63.63762348795312,5627,80108.41352214834,0.07024230979738788
38450,29036,15995,7814,1.324218211874914,0.41599479843953185,0.20322496749024707,0.3242182118749139,0.48852766489527977,0.8478673360568509,783.1635174156339,High Risk,9414,41.59947984395318,20.322496749024708,75.51625487646294,-8181,22630.090653329167,-0.3615098200588283
53506,42373,7937,10339,1.2627380643334198,0.14833850409299892,0.19323066571973235,0.26273806433341984,1.302633236739322,0.7734622150202198,762.7021091305604,High Risk,11133,14.833850409299892,19.323066571973236,79.19298770231376,2402,75051.31636638528,0.03200476842103507
26661,27422,16515,0,0.9722485595507256,0.619444131878024,0.0,-0.027751440449274304,0.0,0.6705699473163063,734.4067355119843,High Risk,-761,61.944413187802404,0.0,102.85435655076705,-16515,-1228.5207992733879,13.44299584489562
54963,42833,18382,10291,1.283192865314127,0.334443170860397,0.18723504903298582,0.28319286531412696,0.5598411489500599,0.8028045895316905,770.7712621212149,High Risk,12130,33.444317086039696,18.723504903298583,77.93060786347179,-8091,36269.241105429224,-0.22308159071982459
62502,28964,12095,32328,2.157920176771164,0.19351380755815814,0.517231448593645,1.1579201767711642,2.6728400165357584,1.3802753851777403,929.5757309238786,High Risk,33538,19.351380755815814,51.7231448593645,46.3409170906531,20233,173310.63050847457,0.11674413704825015
20093,21405,24610,0,0.9387059098341509,1.2248046583387249,0.0,-0.0612940901658491,0.0,0.8337296479104005,779.2756531753602,High Risk,-1312,122.48046583387249,0.0,106.52963718708008,-24610,-1071.1912230800488,22.974422745210383
55610,36793,15088,17308,1.5114288043921398,0.27131810825391117,0.31123898579392195,0.5114288043921398,1.1471367974549311,0.951162013343989,811.569553669597,High Risk,18817,27.131810825391117,31.123898579392197,66.16256069052329,2220,69354.0144485684,0.03200968275089987
68415,26953,7193,40742,2.5383074240344303,0.10513776218665498,0.5955126799678433,1.5383074240344303,5.664117892395384,1.7203675744914866,1023.1010829851589,High Risk,41462,10.513776218665498,59.55126799678433,39.396331213915076,33549,394358.7835395523,0.08507227783512826
31855,36205,13593,0,0.879850849330203,0.42671480144404333,0.0,-0.12014915066979699,0.0,0.5619324075648247,704.5314120803267,High Risk,-4350,42.671480144404335,0.0,113.65562706011616,-13593,-10194.162436548224,1.333410182995145
75088,2705,15313,70851,27.758964879852126,0.2039340507138291,0.9435728744939271,26.758964879852126,4.626853000718344,15.604310836618128,4841.185480069985,High Risk,72383,20.39340507138291,94.35728744939271,3.6024398039633496,55538,354933.3706001437,0.15647443886747772
56285,30052,17244,24508,1.8729202715293491,0.3063693701696722,0.43542684551834415,0.8729202715293491,1.421247970308513,1.1866220434593038,876.3210619513085,High Risk,26233,30.63693701696722,43.54268455183441,53.39255574309318,7264,85625.40042913478,0.08483463976337051
39424,25403,13712,12649,1.5519426839349684,0.34780844155844154,0.32084517045454547,0.5519426839349683,0.9224766627771295,0.986119358816076,821.1828236744209,High Risk,14021,34.78084415584416,32.08451704545455,64.43536931818183,-1063,40312.42007001166,-0.026369044531532944
49163,19367,9942,28801,2.5384933133681002,0.2022252506966621,0.5858267396212599,1.5384933133681005,2.8969020317843492,1.6102666731127973,992.8233351060193,High Risk,29796,20.22252506966621,58.58267396212599,39.39344629090983,18859,147340.65057332529,0.12799590558760743
58374,24467,9525,32954,2.3858258061879267,0.16317196011923116,0.5645321547264193,1.3858258061879265,3.459737532808399,1.540595873552191,973.6638652268525,High Risk,33907,16.317196011923116,56.45321547264193,41.91420838044335,23429,207799.182992126,0.11274827774894466
51140,24262,11732,25704,2.1078229329816174,0.229409464215878,0.5026202581149785,1.1078229329816174,2.1909307875894988,1.3379340175956258,917.9318548387971,High Risk,26878,22.9409464215878,50.26202581149784,47.442315213140404,13972,117161.68769178315,0.11925400081941541
58081,29520,12211,27339,1.9675135501355014,0.21024087050842788,0.4707047054974949,0.9675135501355013,2.2388829743673737,1.2542193329951725,894.9103165736725,High Risk,28561,21.024087050842788,47.07047054974949,50.82557118506913,15128,135848.94283842438,0.11135898214528542
36189,16326,9325,18930,2.21664829106946,0.257674984111194,0.5230871259222416,1.2166482910694598,2.0300268096514746,1.400269108396359,935.0740048089988,High Risk,19863,25.767498411119398,52.30871259222416,45.11315593136036,9605,77085.48064343164,0.12460193436983427
52540,33162,11335,18244,1.5843435257222123,0.21574038827559955,0.3472401979444233,0.5843435257222122,1.6095280105866785,1.001311475953673,825.3606558872601,High Risk,19378,21.574038827559956,34.72401979444233,63.11762466692045,6909,89820.91927657695,0.0769197204353451
28794,43662,18297,0,0.6594750584031881,0.6354448843509064,0.0,-0.34052494159681185,0.0,0.5033447474270254,688.419805542432,High Risk,-14868,63.54448843509064,0.0,151.63575744946866,-18297,-23397.780619773734,0.7819972456933371
48331,32809,23242,13197,1.4731018927733244,0.48089218100184145,0.27305456125468125,0.4731018927733244,0.5678082781172016,0.960169565357209,814.0466304732325,High Risk,15522,48.08921810018415,27.305456125468126,67.88396681219093,-10045,32277.505464245758,-0.3112074447985761
36441,38089,18777,0,0.9567329150148337,0.5152712603935128,0.0,-0.04326708498516632,0.0,0.6307844813762125,723.4657323784584,High Risk,-1648,51.52712603935128,0.0,104.52237863944458,-18777,-3198.3153858443843,5.870903189568561
38967,40945,21529,0,0.9516912931981927,0.5524931352169785,0.0,-0.0483087068018073,0.0,0.6391781518240995,725.7739917516274,High Risk,-1978,55.24931352169785,0.0,105.07609002489286,-21529,-3580.1349807236747,6.013460418648297
68541,42364,19870,24190,1.6179067132470966,0.28989947622590856,0.35292744488700195,0.6179067132470966,1.2174131857070962,1.0229819389277306,831.3200332051259,High Risk,26177,28.989947622590854,35.292744488700194,61.80826074904072,4320,90296.81716155008,0.04784221787431429
66369,48701,19165,15751,1.3627851584156383,0.2887643327457096,0.23732465458271182,0.3627851584156383,0.8218627706757109,0.8509867409443708,784.0213537597019,High Risk,17668,28.87643327457096,23.732465458271182,73.3791378505025,-3414,61184.84174276023,-0.05579813402727262
59137,25007,13311,32798,2.3648178510017197,0.2250875086663172,0.5546104807480934,1.3648178510017195,2.4639771617459245,1.4968359768129467,961.6298936235604,High Risk,34130,22.50875086663172,55.46104807480934,42.28655494867849,19487,151629.91585906394,0.12851685559274897
33615,22815,15704,9229,1.4733727810650887,0.4671723932768109,0.2745500520600922,0.47337278106508873,0.5876846663270504,0.9573459860912038,813.2701461750811,High Risk,10800,46.71723932768109,27.45500520600922,67.8714859437751,-6475,23117.804381049416,-0.2800871524506806
45253,37834,12896,6129,1.196093460908178,0.2849755817293881,0.13543853446180365,0.19609346090817784,0.4752636476426799,0.7306511138466286,750.9290563078229,High Risk,7419,28.49755817293881,13.543853446180364,83.60550681722758,-6767,26033.809475806454,-0.2599312254431553
68196,37082,13904,29723,1.839059381910361,0.20388292568479088,0.4358466772244706,0.8390593819103608,2.137730149597238,1.1731187129584446,872.6076460635724,High Risk,31114,20.388292568479088,43.584667722447065,54.37562320370696,15819,152607.18814729576,0.10365828891841958
52125,37756,15340,12835,1.3805752728043226,0.2942925659472422,0.24623501199040768,0.3805752728043225,0.8367014341590613,0.8640627427335439,787.6172542517245,High Risk,14369,29.42925659472422,24.623501199040767,72.4335731414868,-2505,48825.562255541074,-0.051305092748127334
84789,48892,18567,34040,1.7342100957211815,0.21897887697696636,0.40146717144912664,0.7342100957211813,1.8333602628319061,1.1013239460262476,852.864085157218,High Risk,35897,21.897887697696635,40.146717144912664,57.66314026583637,15473,163929.05332040717,0.09438839355557847
55899,30113,17116,24074,1.85630790688407,0.30619510188017673,0.43066960052952646,0.85630790688407,1.4065202150035054,1.1762208501534195,873.4607337921904,High Risk,25786,30.619510188017674,43.066960052952645,53.87037335193832,6958,84214.27985510633,0.08262256724122663
52880,34261,14190,17200,1.543445900586673,0.26834341906202724,0.32526475037821484,0.5434459005866729,1.2121212121212122,0.9725308066851603,817.445971838419,High Risk,18619,26.834341906202724,32.526475037821484,64.79009077155824,3010,69384.9696969697,0.04338115319709447
45363,20196,15277,23639,2.2461378490790254,0.3367722593302912,0.5211075105261997,1.2461378490790256,1.5473587746285264,1.4158861845765978,939.3687007585645,High Risk,25167,33.67722593302912,52.110751052619975,44.520865022154624,8362,74730.0269031878,0.11189611922437696
52003,51353,17167,0,1.0126574883648471,0.33011557025556215,0.0,0.012657488364847234,0.0,0.6059962896773345,716.648979661267,High Risk,650,33.011557025556215,0.0,98.75007211122436,-17167,1969.0073979146039,-8.718606145503438
47712,26634,18336,19244,1.7913944582113088,0.3843058350100604,0.403336686787391,0.7913944582113088,1.049520069808028,1.1433683746883785,864.4263030393041,High Risk,21078,38.43058350100604,40.3336686787391,55.822434607645874,908,54846.94240837696,0.01655516169414246
60621,26917,7405,32963,2.252145484266449,0.12215238943600402,0.5437554642780554,1.2521454842664488,4.451451721809588,1.502273865695633,963.1253130662991,High Risk,33704,12.215238943600403,54.375546427805546,44.4021048811468,25558,275917.6480756246,0.09262908762180722
64350,26532,9613,36856,2.425373134328358,0.1493861693861694,0.5727428127428127,1.4253731343283582,3.833974825756788,1.5777440972585686,983.8796267461063,High Risk,37818,14.938616938616939,57.27428127428127,41.23076923076923,27243,253155.96587953813,0.10761350184006062
38210,23551,20536,12605,1.622436414589614,0.5374509290761581,0.32988746401465585,0.6224364145896141,0.613800155823919,1.0672540609397967,843.494866758444,High Risk,14659,53.74509290761581,32.98874640146558,61.63569746139754,-7931,27275.04820802493,-0.2907785877960986
30031,22705,14695,5856,1.3226602070028628,0.48932769471546067,0.19499850154839998,0.3226602070028628,0.39850289214018375,0.863686417028062,787.5137646827171,High Risk,7326,48.93276947154607,19.499850154839997,75.60520795178316,-8839,14971.562164001361,-0.5903859532609824
22456,24762,12879,0,0.9068734351021727,0.5735215532597079,0.0,-0.09312656489782732,0.0,0.6208368552841074,720.7301352031295,High Risk,-2306,57.35215532597079,0.0,110.2689704310652,-12879,-4020.7730413852005,3.203115387871543
57619,16342,13682,39908,3.525823032676539,0.23745639459206164,0.6926187542303754,2.525823032676539,2.9168250255810553,2.1755427130518052,1148.2742460892464,High Risk,41277,23.745639459206163,69.26187542303754,28.362172200142314,26226,173829.81018856892,0.15087170590332166
33449,22146,13681,9934,1.5103856226858123,0.4090107327573321,0.2969894466202278,0.5103856226858123,0.7261165119508808,0.9694200825639633,816.5905227050898,High Risk,11303,40.90107327573321,29.69894466202278,66.2082573470059,-3747,27634.971639500032,-0.13558906623389574
17706,49489,17789,0,0.357776475580432,1.004687676493844,0.0,-0.642223524419568,0.0,0.44818336451739077,673.2504252422824,High Risk,-31783,100.46876764938439,0.0,279.5041228961934,-17789,-31634.706728877394,0.5623254279693229
55828,37356,9459,17526,1.494485490951922,0.1694311098373576,0.3139284946621767,0.49448549095192207,1.8528385664446558,0.9468311307632149,810.3785609598841,High Risk,18472,16.94311098373576,31.39284946621767,66.91266031382102,8067,109023.6616978539,0.07399311190222845
87394,39259,15123,46622,2.226088285488678,0.17304391605831063,0.5334691168730119,1.2260882854886777,3.082853931098327,1.4337513400784836,944.281618521583,High Risk,48135,17.304391605831064,53.34691168730119,44.92184818179737,31499,278166.38167030347,0.11323798300448172
49908,41772,16230,6513,1.1947716173513359,0.3251983649915845,0.13050012022120702,0.19477161735133583,0.4012939001848429,0.737798606072073,752.8946166698202,High Risk,8136,32.51983649915845,13.050012022120702,83.69800432796345,-9717,25018.57597042514,-0.3883914101060996
62577,48341,16981,12537,1.2944912186342856,0.27136168240727426,0.2003451747447145,0.2944912186342856,0.7382957423002179,0.8003279795605218,770.0901943791436,High Risk,14236,27.136168240727425,20.03451747447145,77.25042747335283,-4444,52461.34927271656,-0.08470998290375997
51227,12285,16114,37330,4.16988196988197,0.3145606808909364,0.7287172779979307,3.16988196988197,2.3166190889909397,2.526505969951704,1244.7891417367186,High Risk,38942,31.45606808909364,72.87172779979308,23.9814941339528,21216,123798.05349385628,0.17137587709368052
48516,17701,17579,29057,2.7408620981865432,0.3623340753565834,0.5989158215846319,1.740862098186543,1.652938164855794,1.7087128670108267,1019.8960384279774,High Risk,30815,36.233407535658344,59.89158215846319,36.484870970401516,11478,85045.82399453892,0.1349625350297863
63786,21962,12136,40610,2.9043802932337672,0.190261185840153,0.6366600821496881,1.9043802932337675,3.346242584047462,1.83546565444796,1054.753054973189,High Risk,41824,19.0261185840153,63.666008214968805,34.430752829774555,28474,219824.13183915624,0.12953081975928932
45645,25302,10290,19314,1.804007588332938,0.2254354255668748,0.42313506408149854,0.8040075883329381,1.8769679300291546,1.145996704162786,865.1490936447661,High Risk,20343,22.54354255668748,42.313506408149856,55.43213933618139,9024,90238.70116618076,0.10000143933124309
54010,26994,27285,24287,2.0008149959250203,0.5051842251434919,0.44967598592853175,1.0008149959250203,0.8901227780831958,1.2914772527988219,905.156244519676,High Risk,27016,50.51842251434919,44.96759859285318,49.979633401221996,-2998,53477.52098222467,-0.056060938221061174
54825,25530,13493,27945,2.1474735605170387,0.24611035111719107,0.5097127222982216,1.1474735605170387,2.071073890165271,1.3594685303576144,923.853845848344,High Risk,29295,24.611035111719108,50.97127222982216,46.56634746922025,14452,119031.97028088638,0.1214127596636165
39978,32193,14077,6377,1.2418227564998603,0.35211866526589625,0.15951273200260144,0.2418227564998602,0.45300845350571856,0.7772398115302381,763.7409481708155,High Risk,7785,35.211866526589624,15.951273200260143,80.5267897343539,-7700,22109.023939759893,-0.34827408125207465
64880,30352,18389,32689,2.1375856615709012,0.2834309494451295,0.5038378545006166,1.1375856615709015,1.7776388058078199,1.3499671244379874,921.2409592204465,High Risk,34528,28.34309494451295,50.38378545006166,46.78175092478421,14300,121821.55854043178,0.11738480586959428
47375,22771,22980,22306,2.08049712353432,0.485065963060686,0.4708390501319261,1.08049712353432,0.9706701479547433,1.3354106192730115,917.2379203000781,High Risk,24604,48.5065963060686,47.08390501319261,48.065435356200524,-674,50722.99825935596,-0.01328785803539678
38663,8244,12277,29191,4.689835031538088,0.3175387321211494,0.7550112510669115,3.689835031538088,2.3776981347234667,2.8190569188251575,1325.2406526769184,High Risk,30419,31.753873212114943,75.50112510669115,21.322711636448282,16914,95796.1877494502,0.17656234968595683
58047,20071,10005,36975,2.8920831049773303,0.17236032869915757,0.6369838234534084,1.8920831049773306,3.6956521739130435,1.840834797388272,1056.2295692817747,High Risk,37976,17.236032869915757,63.698382345340846,34.577152996709565,26970,220329.12263868068,0.12240778557552874
36522,24507,8789,11136,1.490268086669115,0.24064947155139368,0.3049121077706588,0.4902680866691149,1.267038343383775,0.9356854170796859,807.3134896969136,High Risk,12015,24.064947155139368,30.49121077706588,67.10202069985213,2347,49927.3899192172,0.0470082654790779
50422,27529,22965,20596,1.8315957717316285,0.4554559517670858,0.408472492166118,0.8315957717316285,0.8968430219899848,1.1797038602986325,874.4185615821239,High Risk,22893,45.54559517670858,40.8472492166118,54.59719963507993,-2369,50263.91665578054,-0.047131225690657676
49863,18703,9809,30179,2.6660428808212586,0.19671901008764014,0.6052383530874597,1.6660428808212586,3.0766642878988684,1.6896963371816738,1014.6664927249603,High Risk,31160,19.671901008764014,60.523835308745966,37.50877404087199,20370,158398.51972678152,0.12859968663303048
