income,expenses,debts,savings
62445,21671,11486,39625
62170,21636,19734,38560
32776,11335,14101,20030
62281,45898,17408,14642
73068,22798,15379,48732
33161,32410,14524,0
36237,36039,10266,0
65264,45120,24060,17738
54072,28461,7683,24842
58272,24605,17061,31960
55108,31730,16883,21689
55860,42840,20771,10942
30102,28298,21940,0
65709,20451,14313,43826
67543,14592,17651,51185
46559,17787,23824,26389
49347,38643,14674,9236
27033,26793,9667,0
57713,23924,13077,32481
58580,22840,8476,34892
49067,30850,16859,16531
66865,27605,20322,37227
44988,27268,14394,16280
58469,43493,6895,14286
34705,45380,20108,0
49646,13899,6118,35135
47384,33275,7270,13382
53379,22231,14108,29737
44457,27517,16258,15314
48027,33092,17111,13223
62390,27872,14669,33051
43448,32304,23800,8764
25901,36729,15325,0
76243,32945,20173,41280
70721,23531,18934,45296
30616,23708,8535,6054
60345,15602,14151,43327
42455,21460,25616,18433
53952,49620,12478,3084
54413,22079,11626,31171
46483,18066,15852,26831
38243,33199,12657,3778
39641,28896,11031,9641
36257,28044,12583,6954
37522,44090,22160,0
48992,35491,14316,12069
39263,24700,8359,13727
60230,25755,7441,33730
72308,24974,26034,44730
41299,38747,13883,1163
53591,26918,17172,24955
57495,12068,11143,44312
57080,29516,16604,25903
51139,14629,22296,34280
61140,51842,11738,8124
57233,20343,17292,35160
31435,28381,7971,2256
63037,32582,25114,27943
63309,27113,16342,34561
38550,27099,12936,10157
50569,34218,13510,15000
60249,45262,12449,13742
46860,37675,12705,7914
66094,44785,2762,21032
85458,19533,14510,64474
38210,33173,14300,3607
29284,31552,17443,0
54557,33510,12384,19808
60823,43762,11144,15946
46537,27792,14961,17248
71798,25944,6938,45160
29920,35339,15717,0
60393,12217,5690,47607
40912,27631,20604,11220
75790,28658,18421,45289
79887,20796,10369,58054
38500,40570,18305,0
41756,19377,15557,20823
62893,28641,9954,33256
44193,32931,4885,10773
49318,43534,16582,4125
50380,29894,11028,19383
21204,39361,20474,0
49792,37005,15070,11280
39654,31234,11502,7269
42603,19104,23989,21100
71654,15654,17882,54211
31152,31065,-3275,414
62198,24573,12568,36368
45815,39192,8079,5815
45803,37458,11001,7244
61855,28153,14276,32274
55100,18422,16770,35001
58559,35107,16306,21821
64522,19820,20389,42663
45030,22415,18182,20796
40816,20205,17873,18823
33722,28614,16007,3507
37618,41701,21433,0
94236,29949,13418,62945
68670,25567,13548,41748
29733,14743,5472,14442
30163,35521,20280,0
57227,22195,14615,33570
58208,31175,29668,24066
58233,26457,12972,30478
46175,38381,15442,6249
48118,28427,17732,17917
54918,29410,9490,24559
51288,34857,16792,14751
16710,51069,15173,0
46553,38884,13481,6320
37228,29113,20863,6028
52628,30031,10481,21548
94778,24751,16374,68389
55512,20500,22273,32784
45297,24472,11466,19678
63827,22278,13515,40197
57240,36533,26726,18034
56301,19288,17371,35275
59102,43332,12469,14523
80848,37520,19013,41426
33036,30205,12159,1615
57104,30003,7175,26383
36104,24427,21861,9490
58332,32700,9484,24683
36219,40880,27258,0
43739,22968,12553,19515
45573,14666,25666,28340
64637,37032,8156,26789
63776,33243,20127,28520
31314,18798,17498,10766
50824,22666,19188,26239
39356,21408,19840,15964
31122,22754,12511,7116
46744,26763,8455,19135
45372,27334,14745,16563
86400,23492,16115,61296
56494,22418,12640,32812
29335,27712,16387,0
41528,31676,16648,8187
65320,26837,10449,37438
81326,41586,16974,38042
26210,35080,13663,0
21801,14091,11500,6560
78064,35237,18936,40933
55844,36055,11115,18677
36975,25652,12716,10051
58019,15048,15360,41435
10463,30080,21871,0
50050,29922,15963,18531
54917,18783,17641,34369
63864,15487,13511,47025
34791,29124,14607,4206
51285,27669,14755,22140
36118,25827,16466,8644
53830,29165,13520,23313
36569,18972,21699,15427
43878,25651,13134,16913
35062,35333,6463,0
59767,26500,28713,30395
62876,13280,13363,48259
46480,25273,21565,19050
50573,19298,22023,29072
28271,32671,19726,0
45504,33188,14009,10915
49246,13412,16433,34190
89311,37590,8627,50858
33320,18878,24950,11947
71962,45591,10740,25297
64952,29512,13730,34067
54209,17536,15494,35123
76379,18580,14462,56352
55581,33480,11715,20929
55837,26087,21971,27552
49203,29033,19751,18194
68353,46127,16610,20565
66447,23007,13002,42139
40614,30599,20321,7982
30211,44198,12677,0
46955,32705,22851,11964
37999,13933,15556,22510
49047,35053,21148,11879
68561,18369,14430,48749
43140,44068,15357,0
49357,21771,21127,25473
50870,59695,25969,0
62726,44673,22801,15772
16296,22033,19385,0
40899,30200,17946,8904
53169,37536,12465,14386
68001,37836,16476,28517
42621,34423,10434,7154
21851,42521,16878,0
59295,28770,17200,28805
40469,26332,5195,13617
32155,26531,15193,4104
40634,38583,17074,343
47232,33651,14581,12122
40928,32912,16790,6337
16916,37952,8291,0
63455,9489,11120,52854
69123,33100,20174,34005
59772,32185,15002,26086
32934,46688,16699,0
46977,14714,12267,31036
49902,45571,15097,2821
58981,30754,3489,27878
60025,34889,19230,23213
38987,46759,24039,0
51229,35607,9674,14654
56859,34003,10298,21826
71837,32422,17204,37694
60567,25165,22369,33165
61835,29715,14989,30621
51257,22844,8853,27527
71156,29554,13956,40206
56146,6640,9850,48521
37083,34290,11655,1627
71050,28782,13479,40920
60468,26637,10353,32795
43354,32197,11110,10046
42807,15664,15372,25605
54448,49292,16075,3548
56947,28972,7880,27187
52959,28541,16981,22719
54669,20346,13090,33014
75499,30239,18601,43399
66073,43869,18902,20313
52859,40359,12277,11272
64119,38544,18070,23768
34512,35463,10815,0
55968,26414,21618,27392
77139,15498,11004,60540
46729,27989,16763,17063
37285,27641,14061,8237
40218,40487,9915,0
33655,33093,19504,0
38228,46123,11929,0
44442,41974,6499,1818
28916,25435,589,3422
50234,12048,10624,37123
63534,43855,21879,17491
36383,43593,21288,0
72789,16337,11407,55311
57661,45092,13127,11256
65458,33821,12675,30369
40132,31606,8332,7692
62817,46147,10255,15644
33620,43446,19905,0
63353,36513,17519,25088
52577,34732,16365,16208
58298,36163,8324,21302
32366,25999,15503,4816
36573,29448,3480,6777
58958,20976,19214,36060
35774,26669,16292,7475
56948,26333,8273,29787
29492,23646,23082,3537
62722,31367,6019,30753
31512,26760,17651,2986
58284,35022,17775,21484
59384,13776,8801,44727
39548,28866,14810,9201
58730,31315,6815,26733
53906,26893,768,26936
41917,28276,9660,12675
34871,14147,11916,19532
20560,33564,18221,0
55244,36476,15337,17234
26527,34935,15467,0
51430,40387,9927,10050
46048,32015,12349,12798
60187,34786,10350,24366
45469,31560,8875,13021
45058,36875,12031,6979
60978,14227,15372,45213
55025,21064,12136,32747
54742,45868,13382,7535
57039,5395,18474,49796
26966,28598,12496,0
61351,41722,8330,18796
59187,29067,17817,28338
34749,25949,16329,7167
46338,31294,16643,13379
49410,26468,18129,21129
47982,30308,17283,15945
55007,23166,15143,30326
71470,41086,26957,27688
66226,44232,8575,21136
30316,28666,12067,443
59331,16135,19836,41212
69933,24761,15712,43600
55802,28160,18789,25763
66364,35055,15848,29724
80184,19919,21870,58078
65355,22308,9962,42050
53739,35106,21712,16461
65676,39389,20854,24201
52173,23784,8948,27494
50358,16667,18153,31875
44728,62841,14784,0
73451,37833,11967,34421
37723,27329,5556,9838
72985,38690,9945,33300
57497,28755,18540,26888
29010,38671,19069,0
55514,31593,13946,22526
18499,30912,19084,0
59382,28864,19726,28545
63278,15526,15773,46174
41114,49380,11388,0
51853,20584,17205,29548
79312,16399,17434,61169
42413,27871,18369,12705
34116,20385,19327,11798
72224,29482,8189,41923
79438,36877,12450,41316
50055,39953,5506,9551
65171,38147,18734,25150
70122,26943,13938,41785
38862,30495,17154,6651
42720,34078,7621,7879
68463,12422,22004,53840
75275,35705,9028,38667
58443,15427,18872,41128
36802,50403,15589,0
79805,25954,14052,52445
42035,28151,13649,12519
44972,22302,11809,21489
55135,23700,21475,29287
73312,52740,15063,19065
62809,39403,8653,22540
56222,14507,13080,40407
56949,45042,15641,10342
50652,41932,19489,6771
58372,27187,11976,29987
12056,33066,12311,0
45550,29850,15117,14188
53619,49725,19367,1957
32734,22037,8156,9881
55794,31460,17526,22581
46932,25718,12679,19946
76332,15669,13377,59325
73595,51916,25007,19178
43012,18184,14017,23426
47737,32201,18773,13658
48890,12592,18594,34438
43225,26009,9099,16306
52925,34219,5773,18128
38625,21752,19104,14962
33040,35868,9582,0
59340,27309,6679,31363
59442,41600,20130,15829
37935,43617,9902,0
63430,24132,11137,38184
40526,30767,24871,7271
53797,31834,6701,21292
62305,36193,8718,25240
49495,30143,12701,18081
56821,31902,13798,23539
42253,27565,10531,13634
47053,31152,9206,14980
46912,42979,22549,1678
38801,36460,16314,709
47348,37012,17925,8543
26770,37230,14313,0
42632,28461,16447,12526
45726,33188,19664,10571
46157,19148,10018,26007
46377,42688,16324,2056
49073,2170,18480,45055
57191,29128,22723,25790
63117,41408,24739,19235
40253,16361,15349,22357
31951,33997,20693,0
34369,23192,1649,11012
42691,26311,22761,14103
44721,39459,11370,4125
38450,31980,13794,5090
30558,9656,17205,19181
43158,20235,14232,21499
52721,39753,15982,11369
58925,34489,22938,22142
41638,47481,13078,0
43805,46826,9565,0
36099,26577,24067,7115
49528,55032,17633,0
37273,30244,24611,4567
58596,20373,19318,36291
23212,23663,8382,0
44605,7432,18226,35350
54516,46070,10080,7438
52757,45947,15037,5306
90395,19844,14621,69088
55247,27721,6911,26834
34939,30956,10935,2889
48568,20396,26025,25569
23356,12448,16191,9288
48791,27896,14122,19482
37504,26789,24064,8308
63730,26115,13018,36313
41756,32227,14542,8074
48248,44295,19954,1957
40466,26969,12996,12197
76082,31704,11267,43251
45181,37268,3731,7539
77488,35541,10317,40915
62212,23855,10269,37330
57231,30963,15792,24688
55530,35475,11947,18860
55906,18716,25790,34611
21084,42635,9711,0
45816,44315,22003,0
62677,22772,16098,38295
49266,31936,19033,15426
28922,36422,18730,0
49213,24543,3908,24279
75561,34816,14942,39250
68703,31632,13688,35702
49069,15320,9335,32815
64271,34591,17298,27950
44502,18998,23582,23145
24441,39392,1634,0
36133,23287,12327,11613
73443,28387,8771,44178
45890,43722,15358,632
46349,34963,13371,10048
45502,19205,11971,25099
78562,19850,18447,56867
74389,24006,23180,48065
83281,33946,28306,46504
47614,33582,11301,12901
54434,21568,5895,32276
27250,18327,17795,7143
72154,32815,23052,37033
32483,28181,19068,2395
53251,51572,23031,0
33540,30366,13872,1786
41166,48142,11952,0
37441,18296,15577,17587
40881,14267,13347,25279
41913,18799,18315,21282
41775,41891,19848,0
62500,47561,20240,12915
33427,22178,17552,9493
53308,25394,16229,26291
68269,18310,18972,48061
42302,11883,5185,29900
39231,37184,16052,441
46542,32230,15262,12785
67695,30104,16065,35984
52911,15999,14561,35455
42031,46399,17159,0
57258,24966,12126,31079
33465,35336,20647,0
60220,15454,17368,43029
56129,28094,15753,26459
45382,32913,11512,11317
37421,33270,19076,2243
36699,31546,16033,3549
58022,34945,11222,21954
68434,18694,14716,48268
40440,31973,18145,6652
56875,31137,17757,23962
18694,32316,17435,0
41230,30723,15462,8960
49534,17267,20129,30254
36354,16822,21188,17413
35952,7857,18686,26226
39983,38175,12062,601
54382,38276,9709,15135
47190,38435,12280,7527
16426,33067,24768,0
18189,8668,16408,7880
40897,19732,25632,18601
56865,31704,14399,23721
8787,31355,13705,0
42504,27772,14629,13269
42106,33689,14539,6963
70825,30116,11131,39595
44224,31207,9255,12091
55744,23609,17506,30384
52118,39820,20274,10270
18041,25692,27224,0
61523,16693,12831,43546
53230,22290,13236,29616
57624,26515,11143,29994
108893,39940,20628,66890
18738,29577,19074,0
75870,28138,10615,46670
45688,17513,10489,27126
54309,37854,19762,14478
49317,23480,16915,24145
43636,28999,18791,12757
41452,44801,10586,0
54942,35087,5611,19293
27242,13717,10625,12462
61258,12304,18438,47110
43757,29356,25555,11845
33048,17872,12852,13890
43249,36485,26379,4126
68857,30422,19149,36520
41969,31653,8034,9512
55376,22932,16070,30837
39035,47413,19319,0
61368,58425,2872,2655
60282,27214,18222,31245
77729,33530,20863,42112
47366,30974,16994,14692
60029,27403,14691,31156
51471,21679,14135,28378
69438,19150,13843,48903
39217,18644,9120,19661
61175,34052,11562,25966
47079,24803,12917,20984
49037,4217,15567,43263
51376,34448,12215,15706
53783,29617,10654,23100
48256,43466,18798,2910
53220,33731,16853,17803
73671,15213,12303,57227
64781,7703,17531,55324
63037,22805,12734,38958
43166,23748,15315,17886
36661,39431,19875,0
64329,29911,11981,33219
63140,41336,9137,20890
72090,16751,14274,53911
40940,39652,8182,469
46556,37209,13612,7985
25407,9817,13596,14230
44112,43226,2681,617
64948,30934,17653,32248
43002,33920,14086,7673
59607,21351,20909,36165
47142,42752,16077,2782
54860,18141,18678,34851
32784,38320,20950,0
51278,38206,14341,11637
5132,20258,14995,0
47196,49833,7132,0
25542,32315,21197,0
68089,36538,14271,30123
61661,14728,9971,45935
57000,51177,18698,3953
72815,17754,4101,54650
35766,40248,12853,0
76210,20052,19541,54203
63982,23810,12811,38890
46451,37887,11410,7423
67034,40275,12919,25467
33405,17287,4950,15623
37632,40904,18577,0
40871,40449,14385,0
42065,20620,13638,20081
34151,45986,13656,0
68346,15431,15070,51408
46117,23752,18267,20538
55287,34790,14739,19023
41444,21464,8191,19160
22690,32638,17877,0
54050,32410,17492,19890
21316,28129,16027,0
48970,38324,20376,8608
29475,27716,15151,243
79809,32315,20556,45438
63670,41464,22036,20002
51586,37906,17911,11888
68955,37860,11260,29969
37305,18508,14346,17362
58152,35247,21194,20785
52997,21215,7511,31030
53960,17185,13040,35471
69085,29282,13285,38474
60987,20957,10673,38962
54330,37906,19364,14487
25176,38145,16884,0
35599,10973,11444,23481
48159,21716,18027,24640
51400,15402,14207,34577
33046,25373,10549,6618
86175,34551,11435,50480
72745,27577,17180,43450
59031,24102,19695,32959
51080,43001,12566,6822
46816,6951,17722,38092
35721,42368,22908,0
51162,24557,8705,25734
53866,29218,16778,22970
31373,24726,19153,4731
55012,45428,14524,8131
47671,17690,21191,27861
21382,30117,25994,0
37094,35274,16716,148
43795,13889,13832,28522
78315,20801,19884,55525
58348,28518,19210,27909
29967,21133,2405,8593
57290,21844,14986,33947
26790,26501,13027,0
66240,36495,16983,28046
42933,26572,14031,14957
48595,40784,14574,6353
69886,20022,10683,48795
30692,17480,18672,11344
29043,49263,23275,0
41246,23420,10761,16749
65575,16890,8014,47883
27209,12579,15100,13120
7517,40751,14856,0
43232,26586,20854,14560
58276,27462,8854,29928
68003,28407,12310,38365
43052,40129,4261,2496
43828,28204,21874,13436
67308,53440,16252,12242
21953,31337,12682,0
44172,40617,8388,2716
52856,38052,8847,13919
56738,29635,17071,25395
42352,24130,9462,17275
50516,33319,15520,15645
12675,35100,25214,0
40126,24274,13262,14525
56802,31663,10192,24119
35265,42362,16910,0
50884,50699,8871,0
56703,38543,23599,15800
44861,48627,22018,0
52556,23706,14179,27432
35559,37018,10513,0
46900,43385,12871,2227
59153,21036,13521,36764
52354,25144,16917,25518
41202,47379,20198,0
53363,20249,9817,32132
60719,16588,20054,42125
19250,45279,18088,0
67386,41967,12461,24172
44956,34321,9566,9678
56382,29542,15581,25281
67958,25614,9702,41373
29424,32819,20118,0
39358,45798,9380,0
45671,32385,17738,11512
38243,51669,14596,0
76024,21020,12196,53784
37148,29803,14485,5896
41666,26269,20399,13357
53065,19148,9038,33013
31967,28469,12939,2204
44064,34173,11241,8766
54761,35242,14806,18038
45007,51704,11576,0
48599,34644,6159,13339
42060,41501,9724,0
27282,30660,23188,0
54823,46780,16233,6419
76323,53984,16061,20732
50276,35310,13586,13607
53378,20073,14741,31830
60390,24511,12850,34594
30960,32819,17634,0
75537,34564,15504,39422
53034,36984,9143,15135
74477,34601,16268,38249
39004,30069,2706,8664
77270,23638,17069,51925
61627,34011,7953,26820
58295,48549,14519,8294
53510,40199,9026,12408
46272,35347,15014,9423
68007,40295,17891,25922
52105,26289,22514,23564
20493,24917,7293,0
33242,22522,19877,8732
47212,28747,15655,16899
54649,25779,12746,27595
49151,42082,18799,5189
68284,25246,13820,41656
20733,21972,18587,0
52153,49425,10038,1724
22730,25486,11835,0
61395,31535,19718,27888
48583,34513,22427,11827
56294,18633,14824,36178
37041,42354,1063,0
69191,36371,14004,31419
65625,45583,15162,18525
58753,23207,13836,34162
48057,30991,16681,15397
58697,30393,12615,27042
39396,32638,19194,4838
62833,15453,9166,46463
74742,31108,21184,41515
66059,15735,22750,48049
39055,33583,10434,4428
55421,8713,10432,45664
30602,11484,17053,17412
58585,38185,9063,19493
56759,24531,12536,30974
21952,20121,20512,0
32573,42708,18688,0
45752,33276,24900,9986
45487,38720,15853,5181
31857,28337,11945,2325
55834,56796,15256,0
53772,23954,14247,28393
47085,47444,14317,0
38663,29386,14880,7789
65730,13454,10341,51241
74831,34828,16411,38361
42746,33147,7956,8803
40817,19486,11415,20189
57368,20777,14405,35150
44629,29753,3702,14505
47909,33497,18844,12527
61094,5293,4734,55327
21359,40531,18347,0
69774,25055,8535,43865
51090,16682,12975,33110
43827,39410,17595,2657
48661,29763,25990,16299
49436,42161,15582,5716
24031,34379,5086,0
72424,29984,19768,40463
50619,28472,13840,20763
56645,34827,15349,20283
64273,25864,17789,36630
34682,21474,3873,12820
57102,36099,15032,19499
45985,28555,12951,16134
62701,30335,21109,30255
18091,40893,18635,0
48513,28861,6864,18965
40957,30150,21313,8675
56483,24003,17247,30755
57050,34307,7263,22016
39385,33498,15278,4359
39317,39007,20174,0
48340,24208,8929,23239
36550,25421,21887,8940
62629,37921,7436,23964
44461,32522,11043,10834
6395,20937,10285,0
44377,43065,21884,0
34421,13015,12544,20151
25530,37842,9185,0
31438,17347,17226,12368
51641,48857,18305,953
69929,14554,18337,53541
54697,41522,13643,11810
40902,29183,16272,10091
56838,26333,11748,29330
43113,31853,23374,8922
39580,36319,20721,1188
32684,20955,20414,9687
23722,21842,18970,0
44151,36496,17598,5895
52370,12926,8778,38566
48550,24157,18166,22576
43760,60406,15571,0
35813,20319,21316,13362
59123,41478,19037,15741
30243,24140,17751,4327
61640,35090,6578,25892
34966,36543,14554,0
38713,41289,12210,0
27998,27997,16261,0
42478,49888,12922,0
64629,24106,13620,39161
57734,32342,17295,23662
64676,32452,12839,30940
57832,18780,15607,37491
33444,27141,7402,5562
45038,31615,10837,12339
38297,25678,18280,10791
69958,54409,8849,14664
32048,21613,21228,8312
63405,41794,19871,19623
63394,38564,13658,23464
77444,29861,29993,44583
43854,21347,21215,20385
60684,22317,10253,37341
84224,24820,18730,57531
40735,12142,15329,27060
26974,19965,11116,5897
21799,15175,9650,5659
60690,43458,19974,15234
21752,36184,12010,0
44415,37859,14490,5107
56559,35888,10394,19631
52777,31669,11259,19982
56381,44606,14365,10338
53334,23892,16940,27748
69182,31066,2058,37910
35715,37470,15084,0
39845,16787,11269,21931
38410,60965,22011,0
62452,30285,29713,29195
63505,31419,13203,30765
56768,42568,6388,13561
67752,39149,15584,27044
32329,30380,13972,551
75008,31301,24856,41221
72848,14958,23332,55556
61034,24435,19326,34666
76726,35172,12066,40347
25150,34438,18388,0
42133,42211,16325,0
38970,28794,16206,8555
60822,16127,7208,43974
34247,40567,20308,0
61362,44360,15539,15448
70558,38982,14495,30126
60428,28363,11999,30865
54256,40443,11031,12709
35181,64289,16586,0
37297,31151,6254,5520
68744,16882,18947,49967
61690,24137,9729,36580
49414,36254,4706,12689
43731,13951,24109,27369
19612,31694,10709,0
33937,33803,11389,0
78671,45351,20672,31252
30793,43101,24272,0
52842,38645,7334,13463
65111,8373,10219,55716
31176,39210,10586,0
52770,37055,19674,13747
64068,32559,23195,29189
50187,12697,9598,36530
93026,22232,22073,68586
24971,18331,11454,5494
65880,9849,16680,54363
47407,29970,8642,16572
61578,22021,14390,38118
56619,56253,14444,0
39002,28312,13424,9347
53434,42937,16924,8804
22131,14309,9964,6825
59048,24699,10581,33290
54472,30968,17189,21785
59579,20918,21710,36490
65871,25777,14885,38605
55514,27820,17518,25942
52221,27660,18790,22682
36783,48551,19152,0
39316,33782,10232,4510
67801,34795,11114,31894
71545,35396,11549,34994
46428,36126,24643,7837
50690,29171,17540,19765
36430,26792,17316,7906
67591,31668,16831,34239
59981,41568,8396,17573
79118,41262,24690,35387
36825,27596,17395,7489
44329,37678,18615,4789
53471,28054,6172,24799
59697,30338,18898,27469
46764,25264,13218,20178
36905,28183,8386,7883
63221,43413,10231,18784
60817,30924,8675,29025
36255,31352,8591,4043
70331,15527,15302,53273
67552,26907,13066,39338
52014,27586,16670,22761
51193,21708,23379,27147
58310,30216,14352,26658
37074,25708,3775,10988
50450,30799,13790,18272
17714,31215,20966,0
63146,20442,14570,41247
26577,26012,22646,0
72551,30773,17264,40051
45048,41842,5808,2625
46824,32567,15547,12702
40583,23380,16485,15554
45679,33990,20401,9648
71277,47075,24098,21792
12682,39167,19538,0
69154,35475,17202,31958
55070,37255,18380,15977
31894,44399,14159,0
33870,40756,7685,0
75145,35667,15207,37957
35817,40686,16826,0
32699,19183,8981,12617
67059,14977,21633,49918
55078,31570,20027,21505
35931,30686,8141,4430
53249,24560,21829,26506
34613,38258,13458,0
66512,11371,11107,54030
65920,24652,20396,39228
57980,25150,14744,31355
55424,13636,24495,39338
76417,44947,10735,30396
49995,16407,6341,32953
32271,24116,13597,6795
56742,39079,18946,15768
81290,36460,10364,43793
34778,18918,8349,15025
44578,36824,16144,6139
56246,32897,7681,22580
49191,53330,16533,0
35265,34039,13296,0
66827,28587,17472,36492
84800,21434,8080,62558
52941,22557,21490,28235
36438,21742,14084,13287
26765,43710,18817,0
53869,30179,19799,21710
66558,35652,9212,29984
57127,45142,19411,10043
49963,6415,7874,42760
41160,42788,8149,0
33617,30553,24819,582
62521,34350,20559,26115
63706,21715,25368,39454
26814,22448,13148,3051
73847,34888,15512,37407
58611,53845,17636,3002
70993,40033,14939,29466
29868,42655,11269,0
29512,28079,10519,381
47765,23997,16069,22161
57541,22191,9665,34383
76945,25117,9525,50875
60591,9472,16967,49422
46359,22750,14524,22156
34604,24396,19686,8239
68450,28246,12875,38916
35529,31317,12093,3002
74427,33624,17117,39091
45734,29850,10939,14790
73858,24185,11709,48502
60183,10366,11907,48626
47945,24246,13951,22303
42209,20275,23862,19547
44886,34660,8116,9414
56424,39092,21477,15184
51157,39385,18688,9903
41092,37569,22834,1239
47515,28664,30683,15782
51178,24780,22157,24182
18068,22528,19628,0
56872,14925,8437,41103
35304,39918,9068,0
32700,28252,16800,2768
24689,17536,6509,6502
23091,21735,18077,0
29668,21330,4325,7905
39364,30430,20761,6857
79298,40674,13391,37284
42111,26520,15632,14027
52666,7474,11258,44066
56007,28108,5507,27348
51965,28438,21173,21409
48838,27750,21678,18920
32070,23725,13242,7020
71763,32174,18309,37758
77107,30661,13045,45141
24760,29751,16442,0
34639,34126,18795,0
45802,25701,17775,18323
35531,25134,21704,8226
57589,43801,17594,12028
39075,35593,15140,1968
82475,38269,11192,43086
67858,42261,12607,24336
53188,35259,19050,16024
65404,39283,7490,25372
66588,14206,20529,50329
41540,32041,13594,8139
37756,28172,10906,8493
51172,46776,9506,3445
62924,39276,18371,21810
52085,23695,14926,26897
26345,33727,22943,0
37957,31676,8684,5412
48890,34543,12109,13136
48865,19811,14538,27600
79588,33600,11240,44864
29210,27718,15030,0
57583,32824,16597,23099
72336,22756,17422,47837
84071,24149,22530,57669
43934,41738,8482,1347
57371,19484,16688,36218
58546,20222,11765,37147
52932,29484,17150,21733
48517,22281,17156,24520
56539,21149,10065,34383
12016,31050,10494,0
60231,14949,17558,43526
51892,19920,15117,30460
46662,50540,13901,0
80702,34594,18289,44279
39875,22534,18658,15475
43953,34182,12351,8535
79873,35673,10739,43126
37519,39944,8690,0
41748,28728,15167,11503
47794,39764,7884,7241
62611,9615,15497,51446
53117,19436,21084,31572
30610,31638,13232,0
42017,33296,12318,7489
40889,20882,24989,17508
48841,32594,22548,13992
56387,23761,11177,31508
56273,27230,15695,27473
23359,40247,16643,0
65959,39089,16018,25268
53788,20029,24073,31351
70767,19427,15436,49796
56662,25888,16186,29155
66519,29732,18443,34942
56998,23421,20949,31482
70193,40406,19684,27818
57833,33473,17690,22591
48531,34060,7206,13750
84086,17334,12559,65496
63335,41672,19097,19753
58606,1798,16251,55182
30855,38340,19130,0
30675,39343,24435,0
54390,25675,9115,27803
52182,42729,20689,7384
40788,29369,13348,10084
52114,30624,19676,19522
73829,33395,14793,38954
60431,61865,25635,0
32884,43444,15650,0
48327,37011,11797,10136
37925,20871,17099,15344
44184,31435,16619,11087
43795,21868,20690,19858
42835,38221,17240,2890
31172,31404,27375,0
48085,18754,14442,27886
41590,30811,14501,9328
6058,21505,11980,0
80794,31512,15428,47739
66331,21409,16155,43306
44355,30274,16406,12440
50282,37504,15335,11244
32425,29469,11950,1761
75435,26091,10591,48284
78459,32032,13124,45114
52350,36971,20707,13308
65352,18928,21783,44245
52629,32606,14615,18561
29949,43175,10292,0
43822,35736,14594,6626
51978,30577,25458,18855
43181,36397,19994,4784
46720,34524,17753,10420
48629,37536,19813,9111
48786,9760,22702,36755
50783,14465,9235,35394
34090,40048,13039,0
39244,14947,12356,23061
30731,34015,17935,0
64667,26479,15800,36608
18415,20038,18781,0
67303,33496,12465,32560
70795,32010,21859,36599
45467,51103,14653,0
10952,23751,18472,0
44580,44401,20977,0
49037,33524,20575,13455
34841,23389,16804,9771
42271,37992,19096,2369
72952,35657,23708,34924
59973,30358,17568,27858
36131,32662,11351,2333
26036,24030,17915,214
45094,21742,14813,21870
46798,37594,3259,8878
57442,27760,17309,27951
41970,29199,15583,11212
57672,32798,20782,22795
79027,32652,11249,45250
62232,15706,7471,45778
49278,42862,15843,4831
47252,31211,16900,14351
44649,27973,15469,15129
67709,34308,15103,31890
40590,32365,9656,7259
50678,37670,14305,11577
50767,35379,13257,14062
42473,37178,20363,3258
29413,43509,16896,0
54844,38836,13610,14647
49084,28395,23619,18327
57503,18770,13655,37367
41995,46677,17788,0
68312,27622,14165,39273
36848,25268,23155,9264
75680,12632,15434,61504
23785,33384,15582,0
56521,31488,14300,23603
57131,14848,15982,40684
38066,34532,20997,1434
56365,25018,19229,29424
69192,56903,15140,10775
16747,24306,23506,0
57541,25648,19364,29956
12600,21252,12809,0
35515,42778,8098,0
74437,26272,12924,46872
41273,22750,17066,16816
32391,37069,17986,0
47030,16196,21795,28654
81018,36251,9527,43814
22524,47813,12804,0
34230,35666,9111,0
72461,36378,8306,35252
77865,38700,11860,37979
48448,47097,16833,0
31414,42098,18856,0
81437,34396,10258,46015
73916,39038,10953,33782
60184,21140,6100,38434
37813,37762,16071,0
49264,19944,11339,28186
47594,26329,23315,18933
54962,-825,17049,54082
71765,34014,14142,36336
63191,23561,11794,38450
33839,41111,7526,0
70647,33901,8160,35930
54696,41240,11889,12267
60305,19164,11505,39990
71998,40383,10004,30614
33326,51058,16885,0
49462,37641,17571,10063
42028,37903,12706,2854
26482,31695,24675,0
55200,24753,6266,29820
87673,37611,15290,48533
22398,14939,13907,6068
49515,25822,12246,22468
59608,12289,11511,46167
51846,22963,14965,27386
48303,36420,13872,10495
30511,35053,13040,0
53491,30509,8506,22131
38648,31704,6909,6253
17151,11141,13557,4654
67918,26274,12989,40345
64375,23186,14014,39787
50774,23409,14456,25919
53436,35995,12387,16202
66114,21394,13937,43326
53365,23953,10732,28338
63560,9129,22619,52169
45537,27058,11001,17378
69679,19121,13145,49243
54811,30792,11381,22880
52910,20488,11297,31292
30949,31045,15123,0
54304,28553,14488,24302
37520,46720,12702,0
40425,34972,13582,4094
37769,11603,11400,25026
34006,17351,17008,14954
81871,30552,25275,48791
69970,20701,10625,48206
78805,316,16969,76792
31656,43495,15224,0
51068,37202,18343,12031
30597,35209,18483,0
39564,23926,16027,14035
36228,34276,14800,472
68593,22956,12827,44354
44056,32048,11175,10890
